seconds,mean_intensity
-20,1.610
-10,1.360
0,0.695
10,0.781
20,0.838
30,0.848
40,0.829
50,0.883
60,0.861
70,0.955
80,0.916
90,0.966
100,1.087
110,1.054
120,1.031
130,1.154
140,1.149
150,1.011
160,1.190
170,1.054
180,1.050
190,1.089
200,1.056
210,0.985
220,1.026
230,1.156
240,1.068
250,1.098
260,0.950
270,0.994
280,0.930
290,0.901
300,0.976
310,0.950
320,0.896
330,0.954
340,0.950
350,0.864
360,0.962
370,0.946
380,0.960
390,0.880
400,0.915
410,0.954
420,0.835
430,0.878
440,1.105
450,1.101
460,1.109
470,0.987
