seconds,mean_intensity
-20,1.723
-10,1.712
0,0.852
10,1.011
20,1.159
30,1.325
40,1.210
50,1.197
60,1.268
70,1.312
80,1.325
90,1.459
100,1.404
110,1.494
120,1.507
130,1.601
140,1.301
150,1.435
160,1.271
170,1.223
180,1.295
190,1.419
200,1.354
210,1.229
220,1.334
230,1.452
240,1.432
250,1.513
260,1.441
270,1.474
280,1.461
290,1.360
300,1.321
310,1.423
320,1.303
330,1.426
340,1.426
350,1.351
360,1.306
370,1.146
380,1.284
390,1.317
400,1.227
410,1.050
420,1.026
430,1.100
440,1.255
450,1.098
460,1.308
470,1.197
