seconds,mean_intensity
-20,2.692
-10,2.709
0,1.134
10,1.506
20,1.485
30,1.701
40,2.067
50,1.988
60,2.061
70,1.895
80,1.983
90,2.282
100,2.259
110,2.145
120,1.939
130,2.436
140,2.131
150,2.201
160,1.904
170,2.049
180,2.029
190,2.227
200,2.279
210,1.994
220,2.241
230,2.369
240,2.198
250,2.020
260,1.762
270,1.884
280,1.846
290,1.738
300,2.291
310,2.113
320,1.802
330,2.235
340,2.230
350,2.087
360,2.320
370,2.462
380,1.791
390,2.212
400,2.314
410,2.483
420,1.991
430,1.645
440,1.794
450,2.099
460,2.285
470,1.951
