seconds,mean_intensity
-20,1.701
-10,1.525
0,0.838
10,1.039
20,1.028
30,1.338
40,1.327
50,1.430
60,1.789
70,2.127
80,1.602
90,1.539
100,1.799
110,1.440
120,1.514
130,1.602
140,1.521
150,1.123
160,1.173
170,1.563
180,1.363
190,1.908
200,1.697
210,1.528
220,1.440
230,1.398
240,1.451
250,1.310
260,1.187
270,1.320
280,1.644
290,1.433
300,1.570
310,1.261
320,1.419
330,1.331
340,1.461
350,1.169
360,1.423
370,1.426
380,1.342
390,1.222
400,1.232
410,1.602
420,1.609
430,1.493
440,1.567
450,1.317
460,1.232
470,1.148
