seconds,mean_intensity
-20,1.607
-10,1.440
0,2.143
10,1.764
20,1.659
30,1.571
40,1.832
50,1.640
60,1.734
70,1.723
80,1.893
90,1.690
100,1.635
110,1.681
120,1.876
130,1.854
140,2.003
150,1.563
160,1.810
170,1.761
180,2.041
190,1.654
200,1.437
210,1.659
220,1.467
230,1.799
240,1.527
250,1.429
260,1.514
270,1.385
280,1.294
290,1.511
300,1.569
310,1.184
320,1.277
330,1.527
340,1.201
350,1.137
360,1.423
370,1.467
380,1.423
390,1.612
400,1.609
410,1.460
420,1.477
430,1.664
440,1.609
450,1.628
460,1.650
470,1.592
