seconds,mean_intensity
-20,3.390
-10,3.224
0,1.260
10,1.594
20,1.539
30,1.634
40,1.677
50,2.138
60,2.220
70,2.256
80,2.382
90,2.331
100,2.106
110,2.094
120,2.150
130,2.028
140,2.209
150,2.228
160,2.000
170,2.146
180,1.941
190,2.087
200,2.232
210,2.343
220,1.823
230,2.083
240,2.157
250,2.339
260,2.516
270,1.846
280,2.122
290,2.134
300,1.516
310,1.752
320,1.650
330,2.000
340,1.953
350,1.894
360,1.748
370,2.213
380,2.287
390,2.362
400,2.067
410,2.028
420,1.890
430,2.012
440,1.776
450,1.949
460,1.933
470,2.122
