seconds,mean_intensity
-20,1.444
-10,1.300
0,1.441
10,1.668
20,1.753
30,1.529
40,1.556
50,1.771
60,1.244
70,1.535
80,1.356
90,1.165
100,1.221
110,1.303
120,1.106
130,1.088
140,1.091
150,1.479
160,1.126
170,1.091
180,1.409
190,1.453
200,1.318
210,1.374
220,1.321
230,1.282
240,1.224
250,1.359
260,1.321
270,1.344
280,1.188
290,1.203
300,1.221
310,1.368
320,1.276
330,1.362
340,1.338
350,1.474
360,1.547
370,1.535
380,1.338
390,1.068
400,1.344
410,1.300
420,1.456
430,1.224
440,1.329
450,1.374
460,1.347
470,1.374
