seconds,mean_intensity
-20,1.801
-10,1.689
0,1.817
10,1.934
20,1.916
30,1.795
40,1.479
50,1.527
60,1.513
70,1.721
80,1.756
90,1.547
100,1.516
110,1.489
120,1.580
130,1.404
140,1.574
150,1.356
160,1.437
170,1.571
180,1.465
190,1.642
200,1.946
210,1.866
220,1.748
230,1.756
240,1.716
250,1.528
260,1.694
270,1.800
280,1.691
290,1.757
300,1.479
310,1.683
320,1.535
330,1.555
340,1.565
350,1.849
360,1.590
370,1.595
380,1.659
390,1.527
400,1.678
410,1.743
420,1.831
430,1.893
440,1.694
450,1.686
460,1.751
470,1.836
