seconds,mean_intensity
-20,2.300
-10,2.016
0,0.718
10,1.099
20,1.244
30,1.217
40,1.339
50,1.391
60,1.582
70,1.316
80,1.321
90,1.316
100,1.535
110,1.481
120,1.497
130,1.734
140,1.892
150,1.935
160,1.765
170,1.950
180,1.765
190,2.029
200,1.853
210,1.916
220,1.603
230,1.521
240,1.519
250,2.034
260,1.625
270,1.806
280,1.555
290,1.849
300,1.797
310,2.108
320,1.646
330,1.919
340,1.740
350,1.720
360,1.752
370,1.594
380,1.756
390,1.837
400,1.716
410,1.779
420,1.765
430,1.682
440,1.910
450,1.666
460,1.643
470,1.639
