seconds,mean_intensity
-20,3.249
-10,3.149
0,3.271
10,3.303
20,3.169
30,3.209
40,3.311
50,3.057
60,3.239
70,2.998
80,3.047
90,3.040
100,3.117
110,2.963
120,2.836
130,3.301
140,2.550
150,2.669
160,2.550
170,2.933
180,3.000
190,2.950
200,3.052
210,2.868
220,2.905
230,2.945
240,2.935
250,2.841
260,2.749
270,3.264
280,3.077
290,2.647
300,2.826
310,2.958
320,2.779
330,3.027
340,3.179
350,3.234
360,2.988
370,3.045
380,2.983
390,2.960
400,2.826
410,2.905
420,3.231
430,2.928
440,2.960
450,3.303
460,3.124
