seconds,mean_intensity
-20,3.264
-10,3.013
0,2.510
10,2.677
20,2.793
30,2.677
40,2.650
50,2.529
60,2.740
70,2.678
80,2.528
90,2.600
100,2.464
110,2.475
120,2.458
130,2.344
140,2.286
150,2.342
160,2.194
170,2.290
180,2.472
190,2.272
200,2.341
210,2.549
220,2.498
230,2.680
240,2.517
250,2.496
260,2.282
270,2.453
280,2.328
290,2.491
300,2.429
310,2.382
320,2.344
330,2.405
340,2.235
350,2.600
360,2.115
370,2.238
380,2.229
390,2.086
400,2.294
410,2.166
420,2.202
430,2.304
440,2.136
450,2.214
460,2.286
