seconds,mean_intensity
-20,3.814
-10,3.216
0,3.314
10,3.132
20,2.895
30,3.175
40,3.341
50,3.270
60,3.361
70,2.964
80,3.273
90,2.952
100,3.102
110,2.989
120,3.016
130,3.289
140,3.361
150,3.025
160,3.086
170,3.411
180,3.116
190,3.002
200,2.832
210,2.691
220,3.077
230,2.848
240,2.573
250,2.491
260,2.864
270,2.339
280,2.511
290,2.609
300,2.527
310,2.714
320,2.709
330,2.645
340,2.934
350,2.855
360,2.618
370,2.407
380,2.591
390,2.714
400,2.705
410,2.755
420,2.818
430,2.818
440,2.632
450,2.834
460,2.832
