seconds,mean_intensity
-20,3.008
-10,2.794
0,1.397
10,1.508
20,1.821
30,1.873
40,1.998
50,2.071
60,2.008
70,2.127
80,1.982
90,1.726
100,1.750
110,1.887
120,2.046
130,1.911
140,2.077
150,2.052
160,1.913
170,2.123
180,2.034
190,2.258
200,2.254
210,2.335
220,2.042
230,2.127
240,1.865
250,2.095
260,2.288
270,2.056
280,2.018
290,1.998
300,2.181
310,2.063
320,2.484
330,2.024
340,2.052
350,2.127
360,1.988
370,1.815
380,2.105
390,2.107
400,2.052
410,2.022
420,1.861
430,1.942
440,1.978
450,1.804
460,2.135
