seconds,mean_intensity
-20,3.121
-10,3.257
0,2.997
10,2.870
20,3.091
30,3.088
40,2.946
50,3.076
60,3.598
70,3.502
80,2.931
90,3.157
100,2.764
110,3.456
120,3.275
130,2.794
140,3.310
150,2.871
160,3.006
170,3.009
180,3.340
190,2.954
200,3.138
210,3.558
220,2.902
230,3.061
240,3.344
250,3.479
260,2.883
270,2.988
280,3.166
290,3.344
300,2.988
310,2.923
320,3.052
330,3.353
340,2.626
350,2.969
360,2.528
370,2.362
380,2.871
390,2.840
400,3.264
410,2.656
420,3.003
430,2.564
440,2.767
450,2.660
460,2.644
