seconds,mean_intensity
-20,2.014
-10,1.381
0,2.025
10,1.989
20,1.827
30,1.709
40,2.040
50,1.971
60,1.921
70,1.874
80,1.478
90,1.773
100,1.942
110,1.809
120,1.842
130,1.719
140,1.665
150,1.590
160,1.522
170,1.662
180,1.460
190,1.687
200,1.608
210,1.813
220,1.820
230,1.338
240,1.665
250,1.590
260,1.752
270,1.640
280,1.658
290,1.694
300,1.683
310,1.550
320,1.568
330,1.601
340,1.619
350,1.450
360,1.554
370,1.317
380,1.162
390,1.302
400,1.734
410,1.615
420,1.349
430,1.428
440,1.367
450,1.881
460,1.378
470,1.464
