seconds,mean_intensity
-20,3.867
-10,3.395
0,3.421
10,3.901
20,2.987
30,3.180
40,3.914
50,3.773
60,3.408
70,3.459
80,3.468
90,3.455
100,3.322
110,2.966
120,2.622
130,3.476
140,3.000
150,4.077
160,3.185
170,3.129
180,3.112
190,3.627
200,3.532
210,3.219
220,3.541
230,4.000
240,3.494
250,3.515
260,3.077
270,3.223
280,3.197
290,2.515
300,2.682
310,3.391
320,3.283
330,2.944
340,3.215
350,3.232
360,3.086
370,3.288
380,3.837
390,3.215
400,3.060
410,3.103
420,3.403
430,3.009
440,3.588
450,3.442
460,3.339
470,3.275
