seconds,mean_intensity
-20,4.011
-10,3.340
0,1.707
10,1.947
20,2.011
30,1.979
40,2.479
50,1.856
60,2.739
70,2.473
80,2.702
90,2.548
100,2.601
110,2.606
120,2.378
130,2.521
140,2.830
150,3.356
160,2.862
170,2.638
180,2.665
190,3.394
200,2.803
210,3.250
220,3.074
230,3.090
240,3.229
250,3.170
260,2.574
270,2.899
280,2.814
290,3.298
300,3.085
310,2.559
320,2.883
330,2.612
340,2.356
350,2.633
360,3.165
370,2.787
380,2.298
390,2.106
400,2.447
410,2.277
420,2.723
430,2.883
440,2.500
450,2.819
460,2.505
470,2.452
