seconds,mean_intensity
-20,2.732
-10,2.952
0,1.379
10,1.702
20,2.034
30,2.163
40,2.168
50,2.091
60,2.513
70,2.330
80,2.329
90,2.237
100,2.264
110,2.418
120,2.916
130,2.507
140,2.623
150,2.538
160,2.829
170,2.763
180,2.634
190,2.520
200,2.886
210,2.850
220,2.895
230,2.993
240,2.845
250,2.957
260,2.921
270,2.505
280,2.818
290,2.473
300,2.334
310,2.282
320,2.393
330,2.236
340,2.452
350,2.348
360,2.207
370,2.471
380,2.393
390,2.679
400,2.748
410,2.557
420,2.857
430,3.371
440,3.211
450,3.295
460,3.309
