seconds,mean_intensity
-20,4.038
-10,3.737
0,3.251
10,3.673
20,3.946
30,3.743
40,3.476
50,4.013
60,3.337
70,2.921
80,2.606
90,3.670
100,3.584
110,3.140
120,3.006
130,2.892
140,3.035
150,3.514
160,3.035
170,3.133
180,3.279
190,2.863
200,2.978
210,3.000
220,2.975
230,3.054
240,3.175
250,3.311
260,3.035
270,2.670
280,3.241
290,3.400
300,3.095
310,3.229
320,3.238
330,3.257
340,2.886
350,2.898
360,3.210
370,3.076
380,2.533
390,2.816
400,3.213
410,3.022
420,3.013
430,3.127
440,3.241
450,2.940
460,3.022
