seconds,mean_intensity
-20,1.647
-10,1.605
0,1.734
10,1.845
20,1.739
30,1.739
40,1.808
50,1.894
60,1.727
70,1.739
80,1.866
90,2.076
100,2.115
110,1.730
120,1.707
130,1.707
140,1.928
150,1.700
160,1.836
170,1.882
180,1.855
190,1.843
200,1.991
210,1.794
220,1.850
230,1.751
240,1.626
250,1.497
260,1.804
270,1.674
280,1.718
290,1.746
300,1.778
310,1.760
320,1.857
330,1.746
340,1.693
350,1.386
360,1.594
370,1.871
380,1.633
390,1.224
400,1.455
410,1.471
420,1.587
430,1.635
440,1.450
450,1.732
460,1.520
470,1.554
