seconds,mean_intensity
-20,3.058
-10,2.551
0,2.568
10,2.736
20,2.815
30,2.534
40,2.665
50,2.482
60,2.489
70,2.455
80,2.719
90,2.699
100,2.518
110,2.617
120,2.748
130,2.994
140,2.601
150,2.368
160,2.191
170,2.647
180,2.308
190,2.222
200,2.116
210,2.191
220,2.528
230,2.651
240,2.364
250,2.337
260,2.285
270,2.526
280,2.312
290,2.422
300,2.491
310,2.191
320,2.397
330,2.281
340,2.195
350,2.262
360,2.264
370,2.023
380,2.139
390,2.293
400,2.227
410,2.555
420,2.443
430,2.794
440,2.470
450,2.351
460,2.636
