seconds,mean_intensity
-20,1.797
-10,1.878
0,0.580
10,0.901
20,0.982
30,1.165
40,1.180
50,1.175
60,1.324
70,1.481
80,1.585
90,1.387
100,1.443
110,1.423
120,1.747
130,1.559
140,1.577
150,1.663
160,1.210
170,1.337
180,1.557
190,1.438
200,1.238
210,1.296
220,1.633
230,1.625
240,1.557
250,1.458
260,1.608
270,1.833
280,1.732
290,1.527
300,1.425
310,1.552
320,1.623
330,1.473
340,1.481
350,1.694
360,2.238
370,1.737
380,1.894
390,1.704
400,2.235
410,2.076
420,1.820
430,1.987
440,1.777
450,1.759
460,1.481
470,1.709
