seconds,mean_intensity
-20,3.510
-10,3.043
0,2.980
10,3.257
20,3.209
30,3.379
40,3.472
50,3.468
60,3.261
70,3.391
80,3.213
90,2.964
100,3.348
110,3.075
120,3.099
130,3.324
140,3.160
150,3.136
160,3.192
170,3.466
180,3.018
190,2.775
200,3.219
210,3.213
220,2.992
230,3.227
240,3.142
250,3.134
260,3.393
270,3.532
280,3.006
290,3.233
300,2.903
310,3.364
320,3.360
330,3.340
340,3.265
350,3.128
360,3.061
370,3.028
380,3.170
390,3.334
400,3.354
410,3.407
420,3.308
430,3.453
440,3.192
450,2.874
460,3.298
