seconds,mean_intensity
-20,2.384
-10,2.394
0,1.221
10,1.606
20,1.547
30,1.675
40,1.824
50,1.736
60,1.824
70,1.993
80,2.038
90,1.999
100,1.979
110,2.060
120,1.954
130,1.803
140,1.876
150,1.866
160,2.057
170,2.026
180,1.841
190,1.891
200,1.804
210,1.922
220,1.876
230,2.105
240,1.845
250,1.798
260,1.993
270,1.876
280,1.777
290,1.876
300,2.110
310,2.071
320,1.928
330,1.798
340,1.819
350,1.811
360,1.766
370,2.112
380,1.991
390,2.222
400,1.850
410,2.112
420,2.233
430,2.014
440,2.147
450,1.953
460,2.018
