seconds,mean_intensity
-20,3.286
-10,3.303
0,3.050
10,3.032
20,3.226
30,3.182
40,3.249
50,2.973
60,2.988
70,2.861
80,2.602
90,3.002
100,2.903
110,2.973
120,2.597
130,2.657
140,3.127
150,3.149
160,3.301
170,3.244
180,2.831
190,2.863
200,2.741
210,3.418
220,3.127
230,3.045
240,3.468
250,3.254
260,3.388
270,3.575
280,4.134
290,3.689
300,3.455
310,3.485
320,3.085
330,3.595
340,3.174
350,2.933
360,3.318
370,3.157
380,2.955
390,3.201
400,3.090
410,3.542
420,3.333
430,3.366
440,3.311
450,3.338
460,3.440
