seconds,mean_intensity
-20,4.326
-10,4.440
0,4.078
10,4.611
20,4.663
30,5.088
40,4.767
50,4.415
60,3.622
70,4.052
80,3.990
90,4.321
100,4.119
110,3.813
120,4.218
130,3.953
140,3.591
150,4.311
160,3.808
170,3.627
180,4.021
190,4.187
200,3.741
210,4.228
220,4.052
230,3.352
240,3.969
250,3.845
260,3.777
270,3.492
280,3.731
290,3.389
300,3.503
310,4.104
320,3.777
330,4.166
340,4.368
350,4.964
360,3.653
370,4.031
380,3.933
390,4.036
400,3.456
410,3.813
420,4.192
430,4.762
440,4.021
450,4.031
460,4.824
470,3.606
