seconds,mean_intensity
-20,3.445
-10,3.313
0,3.635
10,3.871
20,3.282
30,3.494
40,3.144
50,3.773
60,3.503
70,3.767
80,4.202
90,3.985
100,3.798
110,3.595
120,3.058
130,3.454
140,3.604
150,3.785
160,3.423
170,3.626
180,3.580
190,3.798
200,3.509
210,3.558
220,3.558
230,3.248
240,3.291
250,3.491
260,3.798
270,3.383
280,3.374
290,3.107
300,3.181
310,3.248
320,3.466
330,3.264
340,3.095
350,3.607
360,3.209
370,3.144
380,2.574
390,2.699
400,2.853
410,3.071
420,3.098
430,3.242
440,3.528
450,3.313
460,3.552
470,3.276
