seconds,mean_intensity
-20,5.406
-10,4.462
0,2.066
10,2.817
20,2.792
30,2.909
40,3.264
50,3.168
60,3.467
70,3.838
80,3.594
90,4.107
100,4.300
110,4.040
120,4.030
130,3.910
140,4.570
150,4.180
160,4.195
170,4.695
180,4.245
190,3.755
200,3.925
210,4.005
220,3.750
230,4.200
240,4.600
250,4.615
260,3.710
270,4.045
280,4.895
290,4.580
300,4.090
310,4.095
320,4.780
330,4.465
340,4.275
350,4.295
360,3.380
370,4.420
380,4.710
390,4.085
400,4.305
410,4.195
420,4.540
430,3.950
440,4.545
450,4.410
460,4.725
470,4.720
