seconds,mean_intensity
-20,2.665
-10,2.627
0,0.955
10,1.345
20,1.502
30,1.490
40,1.623
50,1.485
60,1.475
70,1.440
80,1.675
90,1.748
100,1.900
110,1.720
120,1.655
130,1.665
140,1.600
150,1.567
160,1.360
170,1.630
180,1.387
190,1.540
200,1.680
210,1.738
220,1.580
230,1.630
240,1.538
250,1.890
260,1.653
270,1.375
280,1.452
290,1.930
300,1.718
310,1.655
320,1.528
330,1.413
340,1.712
350,1.380
360,1.512
370,1.565
380,1.823
390,1.520
400,1.647
410,1.565
420,1.435
430,1.548
440,1.498
450,1.613
460,1.475
