seconds,mean_intensity
-20,2.944
-10,3.244
0,1.624
10,2.342
20,2.301
30,2.500
40,2.429
50,2.444
60,1.962
70,2.180
80,2.451
90,2.173
100,2.455
110,2.466
120,2.323
130,2.278
140,2.128
150,2.380
160,2.226
170,2.173
180,2.184
190,2.556
200,2.056
210,2.195
220,2.632
230,2.383
240,3.041
250,2.545
260,2.289
270,2.229
280,2.523
290,2.124
300,2.553
310,2.282
320,2.241
330,2.440
340,2.624
350,2.214
360,2.289
370,2.436
380,2.327
390,2.184
400,2.357
410,2.425
420,2.402
430,1.981
440,2.094
450,2.571
460,2.271
