seconds,mean_intensity
-20,2.959
-10,2.858
0,1.518
10,1.727
20,1.692
30,1.823
40,2.015
50,1.791
60,2.071
70,1.998
80,1.959
90,1.743
100,1.800
110,2.015
120,1.863
130,2.058
140,1.952
150,2.068
160,2.061
170,1.935
180,2.002
190,2.159
200,2.093
210,1.964
220,2.103
230,2.079
240,2.096
250,2.127
260,2.005
270,2.056
280,2.094
290,1.911
300,1.896
310,1.978
320,1.884
330,1.833
340,1.849
350,2.003
360,1.972
370,2.017
380,2.017
390,1.947
400,2.046
410,1.901
420,1.899
430,1.952
440,2.008
450,2.106
460,2.053
