seconds,mean_intensity
-20,2.919
-10,1.991
0,2.574
10,2.462
20,2.372
30,2.395
40,2.327
50,2.354
60,2.269
70,2.224
80,2.229
90,2.260
100,1.969
110,2.152
120,1.816
130,1.789
140,2.215
150,2.260
160,1.834
170,1.704
180,2.229
190,1.942
200,2.354
210,2.072
220,1.848
230,1.951
240,2.049
250,1.646
260,2.135
270,1.987
280,1.964
290,1.713
300,1.592
310,1.776
320,1.834
330,1.767
340,1.686
350,1.937
360,2.247
370,2.377
380,2.444
390,2.659
400,2.628
410,2.538
420,2.821
430,2.740
440,2.377
450,2.063
460,2.049
470,2.453
