seconds,mean_intensity
-20,4.398
-10,4.049
0,2.148
10,2.611
20,2.549
30,2.951
40,3.320
50,2.975
60,3.324
70,2.717
80,2.885
90,2.639
100,3.004
110,2.721
120,2.668
130,2.857
140,3.139
150,3.066
160,3.143
170,3.086
180,3.299
190,3.033
200,2.967
210,3.303
220,3.463
230,2.754
240,3.172
250,3.238
260,3.385
270,3.365
280,3.262
290,3.594
300,2.836
310,2.881
320,3.398
330,2.902
340,2.791
350,3.127
360,2.861
370,2.861
380,3.570
390,3.520
400,3.041
410,3.049
420,3.311
430,3.246
440,3.238
450,3.283
460,3.529
