seconds,mean_intensity
-20,2.686
-10,2.114
0,2.399
10,1.723
20,1.978
30,2.092
40,2.303
50,2.100
60,2.151
70,1.790
80,1.801
90,1.812
100,1.701
110,1.956
120,1.579
130,2.018
140,1.764
150,1.624
160,1.587
170,1.520
180,1.742
190,1.790
200,1.812
210,1.498
220,1.797
230,1.875
240,1.579
250,1.605
260,1.801
270,1.638
280,1.664
290,1.627
300,1.664
310,1.454
320,1.251
330,1.542
340,1.402
350,2.041
360,1.638
370,1.926
380,1.661
390,1.952
400,1.838
410,1.945
420,1.708
430,1.978
440,1.849
450,1.631
460,1.775
470,1.804
