seconds,mean_intensity
-20,2.139
-10,1.752
0,0.527
10,0.784
20,0.921
30,0.973
40,1.113
50,1.188
60,1.088
70,1.303
80,1.172
90,1.087
100,1.235
110,1.294
120,1.122
130,1.238
140,1.375
150,1.424
160,1.456
170,1.392
180,1.407
190,1.405
200,1.355
210,1.297
220,1.462
230,1.422
240,1.354
250,1.256
260,1.296
270,1.431
280,1.502
290,1.148
300,1.247
310,1.274
320,1.261
330,1.366
340,1.351
350,1.421
360,1.483
370,1.457
380,1.476
390,1.466
400,1.559
410,1.485
420,1.457
430,1.509
440,1.389
450,1.477
460,1.611
470,1.550
