seconds,mean_intensity
-20,2.021
-10,1.766
0,1.907
10,2.063
20,1.869
30,1.549
40,1.904
50,1.818
60,1.984
70,2.028
80,2.026
90,1.792
100,1.935
110,1.825
120,1.715
130,1.743
140,1.626
150,1.591
160,1.792
170,1.701
180,1.591
190,1.650
200,1.759
210,2.171
220,1.722
230,1.836
240,1.965
250,1.682
260,1.379
270,1.393
280,1.701
290,1.371
300,1.617
310,1.311
320,1.446
330,1.598
340,1.715
350,1.575
360,1.755
370,2.007
380,1.979
390,1.750
400,1.776
410,1.724
420,1.678
430,1.411
440,1.673
450,1.577
460,1.530
470,1.521
