seconds,mean_intensity
-20,2.718
-10,2.996
0,1.023
10,1.165
20,1.553
30,1.530
40,1.564
50,1.560
60,1.432
70,1.665
80,2.308
90,2.346
100,1.989
110,1.662
120,1.962
130,1.586
140,2.391
150,2.083
160,1.737
170,2.124
180,1.855
190,1.981
200,2.067
210,2.052
220,2.078
230,1.710
240,1.825
250,2.026
260,2.279
270,2.468
280,2.164
290,2.004
300,2.175
310,2.093
320,2.178
330,2.093
340,2.104
350,2.171
360,2.190
370,1.974
380,2.260
390,2.167
400,2.409
410,2.349
420,2.045
430,1.695
440,1.684
450,1.491
460,1.636
470,1.554
