seconds,mean_intensity
-20,3.003
-10,2.631
0,1.452
10,1.816
20,1.837
30,1.901
40,2.057
50,2.257
60,2.287
70,2.252
80,2.087
90,2.320
100,2.252
110,2.412
120,2.431
130,2.353
140,2.593
150,2.348
160,2.294
170,2.216
180,2.200
190,2.330
200,2.339
210,2.343
220,2.409
230,2.306
240,2.379
250,2.071
260,2.200
270,2.299
280,1.993
290,2.184
300,2.384
310,2.397
320,2.341
330,2.198
340,1.953
350,2.101
360,2.193
370,2.054
380,2.292
390,2.400
400,2.348
410,2.290
420,2.417
430,2.377
440,2.205
450,2.490
460,2.431
