seconds,mean_intensity
-20,4.096
-10,3.941
0,3.577
10,3.683
20,3.659
30,3.685
40,3.579
50,3.634
60,3.742
70,3.769
80,3.663
90,3.986
100,3.986
110,3.961
120,4.190
130,3.977
140,3.472
150,3.759
160,3.886
170,3.526
180,4.096
190,3.417
200,3.491
210,3.458
220,3.675
230,3.303
240,3.832
250,3.832
260,3.434
270,3.431
280,3.452
290,3.297
300,3.573
310,3.626
320,3.456
330,3.023
340,3.174
350,3.327
360,3.282
370,3.231
380,3.483
390,3.507
400,3.552
410,3.611
420,3.339
430,3.452
440,3.254
450,3.262
460,3.548
