seconds,mean_intensity
-20,3.143
-10,3.444
0,1.559
10,1.774
20,1.739
30,1.986
40,2.132
50,2.049
60,2.000
70,2.046
80,2.026
90,2.350
100,2.648
110,2.183
120,2.444
130,2.438
140,2.312
150,2.275
160,2.673
170,2.347
180,2.292
190,2.378
200,2.524
210,2.269
220,1.997
230,2.089
240,2.120
250,2.238
260,2.103
270,2.473
280,2.072
290,2.255
300,2.467
310,2.364
320,2.358
330,2.100
340,2.192
350,2.467
360,2.390
370,2.433
380,2.573
390,2.341
400,2.309
410,2.504
420,2.673
430,2.539
440,2.799
450,2.458
460,2.395
