seconds,mean_intensity
-20,3.142
-10,3.143
0,1.737
10,1.849
20,1.906
30,1.983
40,1.918
50,1.900
60,2.058
70,2.110
80,2.192
90,2.297
100,2.279
110,2.286
120,2.068
130,2.565
140,2.219
150,2.198
160,2.248
170,2.262
180,2.274
190,2.422
200,2.531
210,2.204
220,2.221
230,2.318
240,2.452
250,2.365
260,2.306
270,2.126
280,2.250
290,2.721
300,2.247
310,2.282
320,2.473
330,2.492
340,2.321
350,2.618
360,2.432
370,2.358
380,2.641
390,2.350
400,2.495
410,2.581
420,2.623
430,2.447
440,2.546
450,2.458
460,2.426
