seconds,mean_intensity
-20,3.549
-10,3.192
0,3.273
10,3.145
20,3.125
30,2.811
40,2.861
50,2.786
60,2.719
70,2.989
80,3.281
90,2.786
100,2.752
110,2.925
120,2.741
130,2.543
140,2.749
150,2.696
160,2.847
170,2.660
180,2.657
190,2.833
200,2.585
210,2.552
220,2.513
230,2.630
240,2.588
250,2.499
260,2.705
270,2.646
280,2.217
290,2.281
300,2.267
310,2.474
320,2.474
330,2.783
340,2.476
350,2.267
360,2.404
370,2.811
380,2.716
390,2.747
400,2.858
410,2.607
420,2.178
430,2.538
440,2.136
450,2.485
460,2.432
