seconds,mean_intensity
-20,1.538
-10,1.465
0,1.532
10,1.610
20,1.425
30,1.610
40,1.310
50,1.390
60,1.462
70,1.228
80,1.323
90,1.403
100,1.430
110,1.508
120,1.485
130,1.330
140,1.540
150,1.450
160,1.185
170,1.403
180,1.475
190,1.375
200,1.175
210,1.653
220,1.500
230,1.425
240,1.545
250,1.485
260,1.458
270,1.325
280,1.438
290,1.359
300,1.445
310,1.244
320,1.379
330,1.648
340,1.432
350,1.209
360,1.339
370,1.339
380,1.565
390,1.455
400,1.276
410,1.417
420,1.455
430,1.379
440,1.402
450,1.425
460,1.573
470,1.465
