seconds,mean_intensity
-20,4.045
-10,3.638
0,3.707
10,3.930
20,3.485
30,3.629
40,3.551
50,3.579
60,3.413
70,3.496
80,3.400
90,3.353
100,3.528
110,3.229
120,3.587
130,3.381
140,3.507
150,3.345
160,3.280
170,3.444
180,3.452
190,3.567
200,3.406
210,3.339
220,3.361
230,3.384
240,3.235
250,3.136
260,3.216
270,3.094
280,3.235
290,3.330
300,3.258
310,3.151
320,3.318
330,3.317
340,3.359
350,2.930
360,3.252
370,3.177
380,3.111
390,2.874
400,2.883
410,2.793
420,2.883
430,3.104
440,2.988
450,3.304
460,3.075
