seconds,mean_intensity
-20,2.159
-10,2.419
0,0.874
10,1.030
20,1.605
30,1.645
40,1.432
50,1.668
60,1.934
70,1.834
80,1.754
90,2.047
100,1.847
110,1.641
120,1.767
130,2.037
140,1.811
150,2.252
160,1.721
170,1.807
180,2.116
190,2.329
200,2.096
210,1.797
220,1.890
230,1.701
240,1.910
250,1.957
260,1.987
270,1.973
280,2.316
290,1.940
300,2.017
310,2.080
320,2.206
330,2.030
340,2.013
350,1.751
360,1.841
370,1.904
380,1.794
390,1.907
400,2.023
410,1.857
420,1.641
430,1.784
440,1.827
450,1.794
460,1.937
470,1.678
