seconds,mean_intensity
-20,4.982
-10,4.438
0,1.737
10,2.857
20,3.111
30,3.198
40,2.857
50,3.719
60,3.594
70,2.862
80,3.641
90,3.387
100,3.438
110,2.977
120,3.774
130,3.507
140,3.926
150,3.585
160,3.488
170,3.760
180,3.613
190,3.968
200,3.175
210,3.323
220,3.783
230,3.212
240,3.728
250,3.700
260,3.461
270,3.332
280,3.115
290,3.691
300,3.253
310,3.539
320,3.604
330,3.369
340,3.885
350,3.498
360,3.424
370,3.945
380,3.378
390,4.235
400,3.935
410,3.535
420,3.161
430,3.682
440,3.484
450,3.244
460,3.410
470,2.959
