seconds,mean_intensity
-20,2.119
-10,1.986
0,2.007
10,1.777
20,1.799
30,1.665
40,1.968
50,2.259
60,2.216
70,2.371
80,1.863
90,2.378
100,1.845
110,2.122
120,2.194
130,2.129
140,2.281
150,1.921
160,1.781
170,1.957
180,1.946
190,1.817
200,1.813
210,1.619
220,1.896
230,1.392
240,1.734
250,1.514
260,1.680
270,2.410
280,2.007
290,1.863
300,1.741
310,1.968
320,1.903
330,2.183
340,2.029
350,2.036
360,1.853
370,2.263
380,1.950
390,1.910
400,2.245
410,2.198
420,2.385
430,2.745
440,2.651
450,2.043
460,2.295
470,2.219
