seconds,mean_intensity
-20,3.046
-10,3.014
0,1.494
10,1.843
20,2.189
30,1.859
40,2.185
50,2.604
60,2.572
70,2.576
80,2.446
90,2.613
100,2.497
110,2.793
120,2.674
130,2.768
140,2.902
150,2.804
160,2.369
170,2.497
180,2.695
190,2.355
200,2.604
210,2.232
220,2.472
230,2.583
240,2.519
250,2.601
260,2.458
270,2.597
280,2.595
290,2.740
300,2.626
310,2.408
320,2.351
330,2.606
340,2.704
350,2.337
360,2.554
370,2.430
380,2.998
390,2.570
400,2.842
410,2.914
420,2.360
430,2.733
440,2.756
450,2.724
460,2.317
