seconds,mean_intensity
-20,2.465
-10,2.307
0,2.181
10,2.414
20,2.353
30,1.884
40,2.405
50,2.028
60,2.726
70,2.028
80,2.228
90,2.144
100,1.549
110,1.744
120,1.837
130,1.847
140,1.660
150,1.665
160,1.735
170,1.633
180,2.121
190,1.716
200,2.340
210,2.219
220,2.474
230,2.526
240,1.472
250,1.333
260,1.787
270,1.995
280,2.120
290,2.380
300,2.556
310,1.824
320,2.162
330,2.051
340,1.870
350,1.861
360,2.046
370,2.199
380,1.782
390,1.847
400,1.815
410,1.472
420,1.833
430,1.444
440,2.056
450,1.931
460,1.861
470,2.185
