seconds,mean_intensity
-20,2.874
-10,3.000
0,1.251
10,1.593
20,1.775
30,1.883
40,2.043
50,2.013
60,2.121
70,2.372
80,2.303
90,2.779
100,2.506
110,2.593
120,2.152
130,2.524
140,2.905
150,2.827
160,2.433
170,2.571
180,2.476
190,2.476
200,2.351
210,2.195
220,1.926
230,2.545
240,2.550
250,2.368
260,2.342
270,2.706
280,2.446
290,2.307
300,2.052
310,2.017
320,2.091
330,1.753
340,1.887
350,2.000
360,1.935
370,1.879
380,2.160
390,2.377
400,2.195
410,2.394
420,2.177
430,2.113
440,2.221
450,2.061
460,2.169
470,2.818
