seconds,mean_intensity
-20,1.244
-10,1.195
0,1.440
10,1.273
20,1.468
30,1.585
40,1.613
50,1.398
60,1.231
70,1.358
80,1.352
90,1.337
100,1.353
110,1.332
120,1.381
130,1.371
140,1.534
150,1.279
160,1.247
170,1.382
180,1.289
190,1.252
200,1.169
210,1.284
220,1.331
230,1.276
240,1.206
250,1.094
260,1.237
270,1.287
280,1.385
290,1.356
300,1.261
310,1.398
320,1.424
330,1.413
340,1.521
350,1.498
360,1.511
370,1.482
380,1.405
390,1.397
400,1.282
410,1.331
420,1.466
430,1.508
440,1.605
450,1.502
460,1.527
470,1.255
