seconds,mean_intensity
-20,2.584
-10,2.235
0,1.021
10,1.370
20,1.613
30,1.685
40,1.563
50,1.660
60,1.710
70,1.803
80,1.714
90,1.853
100,1.878
110,1.954
120,1.966
130,1.874
140,1.714
150,1.739
160,1.836
170,1.714
180,1.735
190,1.718
200,1.761
210,1.782
220,1.706
230,2.080
240,1.870
250,1.718
260,1.765
270,1.891
280,1.433
290,1.710
300,1.655
310,1.891
320,1.735
330,1.538
340,1.887
350,1.845
360,2.273
370,1.836
380,1.845
390,1.861
400,1.773
410,1.706
420,1.311
430,1.798
440,2.193
450,1.807
460,1.811
470,1.739
