seconds,mean_intensity
-20,3.310
-10,3.259
0,3.024
10,2.966
20,2.899
30,3.043
40,2.919
50,2.829
60,3.210
70,2.655
80,3.310
90,2.852
100,2.801
110,2.953
120,2.709
130,2.794
140,3.041
150,2.745
160,2.921
170,2.938
180,2.955
190,2.739
200,2.786
210,2.747
220,2.657
230,2.872
240,2.981
250,2.801
260,2.854
270,2.597
280,2.987
290,2.715
300,3.107
310,2.572
320,2.501
330,2.807
340,2.687
350,2.540
360,2.602
370,2.961
380,2.527
390,2.728
400,2.929
410,2.602
420,2.848
430,2.961
440,2.762
450,2.593
460,2.694
