seconds,mean_intensity
1,3.215
2,2.423
3,2.240
4,2.373
5,2.530
6,2.427
7,2.932
8,2.710
9,2.602
10,2.595
11,2.968
12,2.552
13,2.624
14,2.495
15,2.376
16,2.244
17,2.233
18,2.125
19,2.061
20,2.247
21,2.394
22,2.179
23,2.143
24,2.315
25,2.082
26,1.946
27,1.921
28,2.043
29,2.004
30,2.147
31,2.057
32,1.907
33,2.226
34,1.789
35,2.032
36,2.111
37,2.305
38,1.910
39,2.233
40,1.953
41,1.946
42,1.964
43,1.609
44,1.799
45,2.129
46,2.491
47,1.993
48,1.975
49,1.720
