seconds,mean_intensity
-20,4.714
-10,4.138
0,4.178
10,4.323
20,4.258
30,4.146
40,4.219
50,4.241
60,4.639
70,4.370
80,4.402
90,4.458
100,4.385
110,4.374
120,4.366
130,4.217
140,3.987
150,4.168
160,4.159
170,4.125
180,4.146
190,4.095
200,4.234
210,4.310
220,4.387
230,4.273
240,4.140
250,4.237
260,4.002
270,4.295
280,4.095
290,4.239
300,4.222
310,4.067
320,4.101
330,4.056
340,4.052
350,4.024
360,4.105
370,4.301
380,4.166
390,4.161
400,3.923
410,4.254
420,4.062
430,4.105
440,3.963
450,3.920
460,4.127
