seconds,mean_intensity
-20,3.557
-10,3.479
0,1.689
10,1.757
20,2.407
30,2.911
40,2.361
50,2.754
60,2.614
70,2.911
80,2.871
90,3.232
100,2.704
110,3.021
120,3.204
130,3.211
140,2.982
150,3.943
160,3.671
170,3.089
180,3.021
190,2.514
200,2.682
210,2.614
220,2.829
230,2.886
240,2.389
250,3.061
260,2.764
270,2.314
280,2.379
290,2.1
300,2.271
310,2.639
320,2.775
330,2.236
340,2.557
350,2.904
360,3.868
370,2.871
380,3.404
390,3.625
400,3.325
410,2.9
420,3.15
430,2.918
440,2.554
450,3.021
460,2.793
470,2.854
