seconds,mean_intensity
-20,2.351
-10,2.710
0,3.018
10,3.156
20,2.822
30,3.837
40,2.884
50,2.920
60,3.025
70,3.098
80,2.464
90,2.736
100,3.040
110,3.083
120,2.580
130,2.975
140,2.029
150,2.764
160,2.293
170,2.659
180,2.562
190,2.351
200,1.772
210,2.438
220,2.395
230,3.257
240,2.587
250,2.688
260,3.098
270,2.257
280,2.406
290,2.083
300,1.909
310,2.406
320,2.692
330,2.851
340,2.185
350,2.500
360,2.279
370,1.986
380,2.228
390,1.833
400,2.105
410,2.236
420,2.496
430,2.264
440,2.188
450,2.130
460,2.366
470,2.207
