seconds,mean_intensity
-20,8.214
-10,8.444
0,3.556
10,4.668
20,5.262
30,5.374
40,5.321
50,5.561
60,5.802
70,4.936
80,5.102
90,5.428
100,6.107
110,4.433
120,5.128
130,4.711
140,5.123
150,5.524
160,5.775
170,6.048
180,5.476
190,5.529
200,4.652
210,6.112
220,5.401
230,5.818
240,6.326
250,5.834
260,6.706
270,6.187
280,6.626
290,6.941
300,5.529
310,5.54
320,5.556
330,4.743
340,5.326
350,6.091
360,5.187
370,4.877
380,5.187
390,5.123
400,5.765
410,5.572
420,5.321
430,5.433
440,5.182
450,5.176
460,5.139
470,4.567
