seconds,mean_intensity
-20,4.447
-10,4.537
0,1.78
10,2.019
20,2.612
30,3.556
40,3.461
50,3.856
60,3.683
70,3.756
80,3.366
90,3.035
100,3.661
110,3.049
120,2.87
130,3.393
140,3.371
150,2.995
160,2.951
170,2.726
180,3.206
190,3.22
200,2.48
210,2.575
220,2.713
230,2.905
240,2.631
250,2.924
260,2.762
270,3.033
280,3.447
290,2.954
300,3.341
310,2.986
320,2.93
330,2.921
340,3.005
350,2.58
360,2.523
370,3.176
380,2.439
390,2.897
400,2.762
410,3.07
420,2.84
430,2.943
440,3.163
450,3.19
460,2.962
470,3.312
