seconds,mean_intensity
-20,4.173
-10,4.124
0,2.965
10,3.580
20,3.845
30,3.642
40,3.588
50,4.031
60,3.261
70,2.544
80,2.717
90,4.058
100,3.018
110,3.637
120,3.819
130,2.925
140,2.757
150,3.912
160,3.044
170,3.327
180,2.774
190,3.027
200,3.221
210,2.690
220,3.695
230,2.478
240,3.040
250,2.500
260,2.973
270,3.327
280,2.673
290,3.066
300,3.088
310,3.420
320,3.509
330,3.730
340,4.013
350,5.031
360,3.704
370,2.925
380,3.487
390,4.204
400,3.920
410,4.186
420,3.827
430,4.398
440,4.336
450,3.881
460,3.611
470,2.405
