seconds,mean_intensity
-20,5.698
-10,4.651
0,6.17
10,4.519
20,4.094
30,4.057
40,5.217
50,4.472
60,3.208
70,4.566
80,4.132
90,3.377
100,3.377
110,4
120,3.302
130,4.566
140,3.387
150,3.434
160,3.104
170,3.434
180,4.358
190,4.717
200,3.481
210,3.906
220,3.632
230,3.547
240,3.896
250,2.991
260,3.142
270,4.566
280,2.66
290,3.528
300,3.387
310,4.5
320,4.481
330,3.689
340,3.292
350,3.651
360,4.66
370,4.311
380,4.764
390,3.792
400,4.934
410,3.83
420,4.783
430,4.962
440,6.783
450,4.481
460,4.009
470,4.33
