seconds,mean_intensity
-20,4.81
-10,4.66
0,5.068
10,4.585
20,4.5
30,5.109
40,5
50,4.884
60,4.99
70,5.582
80,5.544
90,5.405
100,5.588
110,6.435
120,6.337
130,6.721
140,6.194
150,5.095
160,5.327
170,5.095
180,5.973
190,5.497
200,4.918
210,5.33
220,5.776
230,5.327
240,5.085
250,5.071
260,4.82
270,4.684
280,5.027
290,4.585
300,4.765
310,5.857
320,4.663
330,5.588
340,4.5
350,5.551
360,5.126
370,5.735
380,5.221
390,5.282
400,6.122
410,5.364
420,5.493
430,5.993
440,4.718
450,5.412
460,5.401
470,4.864
