seconds,mean_intensity
-20,3.309
-10,3.042
0,1.144
10,1.337
20,1.739
30,2.042
40,1.909
50,2.389
60,2.011
70,2.446
80,2.105
90,2.309
100,2.37
110,2.044
120,2.002
130,2.519
140,2.674
150,3.051
160,2.582
170,2.34
180,2.175
190,2.267
200,2.416
210,2.125
220,1.986
230,1.742
240,2.149
250,2.218
260,2.044
270,2.433
280,2.475
290,2.298
300,2.244
310,2.405
320,2.289
330,2.419
340,2.326
350,1.882
360,1.646
370,1.768
380,2.465
390,1.993
400,2.316
410,1.896
420,2.081
430,2.34
440,2.068
450,2.128
460,2.684
470,2.03
