seconds,mean_intensity
-20,5.012
-10,4.435
0,1.828
10,2.148
20,2.752
30,2.792
40,2.619
50,2.813
60,3.03
70,3.066
80,3.647
90,3.453
100,3.19
110,3.423
120,3.296
130,3.888
140,3.743
150,3.266
160,4.341
170,3.634
180,3.332
190,3.272
200,2.964
210,2.417
220,2.625
230,2.695
240,2.698
250,3.079
260,2.483
270,2.366
280,3.121
290,2.743
300,2.879
310,2.302
320,2.299
330,2.731
340,3.066
350,3.447
360,3.181
370,2.961
380,2.77
390,3.039
400,3.012
410,3.32
420,3.16
430,2.523
440,2.767
450,3.363
460,2.704
470,2.644
